INFO 2024-08-13 14:38:53,714 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-13 14:38:54,250 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\apps.py first seen with mtime 1720454813.1891968
DEBUG 2024-08-13 14:38:54,251 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\urls\converters.py first seen with mtime 1720454814.666858
DEBUG 2024-08-13 14:38:54,251 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\choices.py first seen with mtime 1720454814.677194
DEBUG 2024-08-13 14:38:54,251 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\financial_connections\__init__.py first seen with mtime 1721530437.962517
DEBUG 2024-08-13 14:38:54,251 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\usage_record_summary.py first seen with mtime 1721530437.9474816
DEBUG 2024-08-13 14:38:54,252 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\options.py first seen with mtime 1720454814.36079
DEBUG 2024-08-13 14:38:54,252 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\http\server.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,252 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\threads.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1720454814.0912194
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\fixups\django.py first seen with mtime 1722452316.1120954
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\http\response.py first seen with mtime 1720454814.5899706
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py first seen with mtime 1721530436.9433317
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\warnings.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:38:54,253 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\exceptions.py first seen with mtime 1720454814.6134615
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\composer.py first seen with mtime 1705540953.0659492
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\mysql\introspection.py first seen with mtime 1720454814.2568202
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\tax\transaction.py first seen with mtime 1721530437.9841368
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1720454814.2413
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\logging\handlers.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,254 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\timeouts.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,255 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\errors.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,255 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1720454814.3921473
DEBUG 2024-08-13 14:38:54,255 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\six.py first seen with mtime 1705540951.4681077
DEBUG 2024-08-13 14:38:54,255 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\database.py first seen with mtime 1720454814.0605156
DEBUG 2024-08-13 14:38:54,255 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\header.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,256 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1720454806.945569
DEBUG 2024-08-13 14:38:54,256 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1720454808.0002248
DEBUG 2024-08-13 14:38:54,256 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\bank_account.py first seen with mtime 1721530437.906674
DEBUG 2024-08-13 14:38:54,256 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\token.py first seen with mtime 1721530437.9454546
DEBUG 2024-08-13 14:38:54,256 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1720454814.0325477
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\createable_api_resource.py first seen with mtime 1721530437.95074
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\__init__.py first seen with mtime 1721530437.9011612
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1720454809.8300388
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\apps\config.py first seen with mtime 1720454807.9950318
DEBUG 2024-08-13 14:38:54,257 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\apps\registry.py first seen with mtime 1720454807.9978814
DEBUG 2024-08-13 14:38:54,258 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\reduction.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,258 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\universaldetector.py first seen with mtime 1721530435.8479373
DEBUG 2024-08-13 14:38:54,258 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\utils\term.py first seen with mtime 1722452316.128859
DEBUG 2024-08-13 14:38:54,259 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,259 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1720454812.5232248
DEBUG 2024-08-13 14:38:54,259 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\deprecation.py first seen with mtime 1720454814.6867626
DEBUG 2024-08-13 14:38:54,259 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\financial_connections\session.py first seen with mtime 1721530437.965357
DEBUG 2024-08-13 14:38:54,259 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\wsgiref\util.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:38:54,261 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1720454806.9471543
DEBUG 2024-08-13 14:38:54,261 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\contrib\__init__.py first seen with mtime 1721530433.6134007
DEBUG 2024-08-13 14:38:54,261 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1720454814.0777056
DEBUG 2024-08-13 14:38:54,261 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\globals.py first seen with mtime 1722452313.1719477
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\sasl.py first seen with mtime 1722452314.353724
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1720454814.0358412
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\_markupbase.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\connection.py first seen with mtime 1722452314.3486817
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1720454814.2239475
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\urls\__init__.py first seen with mtime 1720454814.6630096
DEBUG 2024-08-13 14:38:54,262 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\subscription.py first seen with mtime 1721530437.9409823
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\urls\exceptions.py first seen with mtime 1720454814.6683095
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\multipart_data_generator.py first seen with mtime 1721530437.892156
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\http\cookiejar.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\_yaml.cp312-win_amd64.pyd first seen with mtime 1705540953.0641649
DEBUG 2024-08-13 14:38:54,263 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\identity\verification_session.py first seen with mtime 1721530437.967364
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\treasury\received_credit.py first seen with mtime 1721530437.996575
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1720454814.4077678
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\urls\utils.py first seen with mtime 1720454814.6715431
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\security\base.py first seen with mtime 1720454814.0777056
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py first seen with mtime 1721530436.9392693
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\terminal\connection_token.py first seen with mtime 1721530437.986139
DEBUG 2024-08-13 14:38:54,264 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,265 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,265 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\utils\abstract.py first seen with mtime 1722452316.1195369
DEBUG 2024-08-13 14:38:54,265 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\checks.py first seen with mtime 1721266422.5586505
DEBUG 2024-08-13 14:38:54,265 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\utils\collections.py first seen with mtime 1722452314.6888216
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\account.py first seen with mtime 1721530437.9021552
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\exceptions.py first seen with mtime 1722452314.650052
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1720454814.3567734
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1720454811.1684833
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1720454808.685706
DEBUG 2024-08-13 14:38:54,266 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1720454814.212354
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\transport.py first seen with mtime 1722452314.3557143
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\stripe_response.py first seen with mtime 1721530437.8971562
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\operator.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1720454810.8038282
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\termui.py first seen with mtime 1722452313.175115
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\parser.py first seen with mtime 1722452313.1731088
DEBUG 2024-08-13 14:38:54,267 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:38:54,268 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\pprint.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:38:54,268 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\billing_portal\__init__.py first seen with mtime 1721530437.959039
DEBUG 2024-08-13 14:38:54,268 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1720454814.7067838
